playId,playerId,gameId,season,week,gameDate,homeTeamId,visitorTeamId,seasonType,winningTeam
10002937,20080566,56202,2014,3,2014-09-18,200,4900,REG,200
10003164,20130060,56262,2014,7,2014-10-19,325,200,REG,325
10003164,20130060,56262,2014,7,2014-10-19,325,200,REG,325
10003164,20130060,56262,2014,7,2014-10-19,325,200,REG,325
10003230,20130060,56262,2014,7,2014-10-19,325,200,REG,325
10003230,20130060,56262,2014,7,2014-10-19,325,200,REG,325
10003230,20130060,56262,2014,7,2014-10-19,325,200,REG,325
10003556,20120812,56172,2014,1,2014-09-07,325,920,REG,920
10003556,20120812,56172,2014,1,2014-09-07,325,920,REG,920
10003556,20120812,56172,2014,1,2014-09-07,325,920,REG,920
10003784,20090088,56411,2014,17,2014-12-28,325,1050,REG,325
10003784,20090088,56411,2014,17,2014-12-28,325,1050,REG,325
10003784,20090088,56411,2014,17,2014-12-28,325,1050,REG,325
10003957,20100437,56380,2014,15,2014-12-14,325,2250,REG,325
10003957,20100437,56380,2014,15,2014-12-14,325,2250,REG,325
10003957,20100437,56380,2014,15,2014-12-14,325,2250,REG,325
10004110,20060012,56186,2014,2,2014-09-11,325,3900,REG,325
10004110,20060012,56186,2014,2,2014-09-11,325,3900,REG,325
10004110,20060012,56186,2014,2,2014-09-11,325,3900,REG,325
10004127,20040039,56349,2014,13,2014-11-30,325,4400,REG,4400
10004127,20040039,56349,2014,13,2014-11-30,325,4400,REG,4400
10004127,20040039,56349,2014,13,2014-11-30,325,4400,REG,4400
10004345,20120169,56428,2014,1,2014-08-07,325,4500,PRE,325
10004345,20120169,56428,2014,1,2014-08-07,325,4500,PRE,325
10004345,20120169,56428,2014,1,2014-08-07,325,4500,PRE,325
10004377,20100034,56428,2014,1,2014-08-07,325,4500,PRE,325
10004377,20100034,56428,2014,1,2014-08-07,325,4500,PRE,325
10004377,20100034,56428,2014,1,2014-08-07,325,4500,PRE,325
10004439,20100135,56428,2014,1,2014-08-07,325,4500,PRE,325
10004439,20100135,56428,2014,1,2014-08-07,325,4500,PRE,325
10004439,20100135,56428,2014,1,2014-08-07,325,4500,PRE,325
10004589,20090667,56305,2014,10,2014-11-09,325,2100,REG,325
10004589,20090667,56305,2014,10,2014-11-09,325,2100,REG,325
10004589,20090667,56305,2014,10,2014-11-09,325,2100,REG,325
10004675,20140017,56468,2014,3,2014-08-23,325,5110,PRE,325
10004675,20140017,56468,2014,3,2014-08-23,325,5110,PRE,325
10004675,20140017,56468,2014,3,2014-08-23,325,5110,PRE,325
10004797,20050666,56350,2014,13,2014-11-30,610,1050,REG,610
10004797,20050666,56350,2014,13,2014-11-30,610,1050,REG,610
10004797,20050666,56350,2014,13,2014-11-30,610,1050,REG,610
10004831,20110100,56350,2014,13,2014-11-30,610,1050,REG,610
10004831,20110100,56350,2014,13,2014-11-30,610,1050,REG,610
10004831,20110100,56350,2014,13,2014-11-30,610,1050,REG,610
10004841,20100007,56350,2014,13,2014-11-30,610,1050,REG,610
10004841,20100007,56350,2014,13,2014-11-30,610,1050,REG,610
10004841,20100007,56350,2014,13,2014-11-30,610,1050,REG,610
10004887,20110100,56350,2014,13,2014-11-30,610,1050,REG,610
10004887,20110100,56350,2014,13,2014-11-30,610,1050,REG,610
10004887,20110100,56350,2014,13,2014-11-30,610,1050,REG,610
10004986,20110739,56475,2014,4,2014-08-28,610,1540,PRE,1540
10004986,20110739,56475,2014,4,2014-08-28,610,1540,PRE,1540
10004986,20110739,56475,2014,4,2014-08-28,610,1540,PRE,1540
10005055,20140549,56475,2014,4,2014-08-28,610,1540,PRE,1540
10005055,20140549,56475,2014,4,2014-08-28,610,1540,PRE,1540
10005055,20140549,56475,2014,4,2014-08-28,610,1540,PRE,1540
10005065,20090592,56475,2014,4,2014-08-28,610,1540,PRE,1540
10005065,20090592,56475,2014,4,2014-08-28,610,1540,PRE,1540
10005065,20090592,56475,2014,4,2014-08-28,610,1540,PRE,1540
10005175,20060724,56381,2014,15,2014-12-14,610,1800,REG,610
10005175,20060724,56381,2014,15,2014-12-14,610,1800,REG,610
10005175,20060724,56381,2014,15,2014-12-14,610,1800,REG,610
10005215,20130191,56381,2014,15,2014-12-14,610,1800,REG,610
10005215,20130191,56381,2014,15,2014-12-14,610,1800,REG,610
10005215,20130191,56381,2014,15,2014-12-14,610,1800,REG,610
10005232,20130191,56381,2014,15,2014-12-14,610,1800,REG,610
10005232,20130191,56381,2014,15,2014-12-14,610,1800,REG,610
10005232,20130191,56381,2014,15,2014-12-14,610,1800,REG,610
10005600,20080011,56187,2014,2,2014-09-14,610,2700,REG,610
10005600,20080011,56187,2014,2,2014-09-14,610,2700,REG,610
10005600,20080011,56187,2014,2,2014-09-14,610,2700,REG,610
10005647,20080011,56263,2014,7,2014-10-19,610,3000,REG,610
10005647,20080011,56263,2014,7,2014-10-19,610,3000,REG,610
10005647,20080011,56263,2014,7,2014-10-19,610,3000,REG,610
10005655,20080011,56263,2014,7,2014-10-19,610,3000,REG,610
10005655,20080011,56263,2014,7,2014-10-19,610,3000,REG,610
10005655,20080011,56263,2014,7,2014-10-19,610,3000,REG,610
10005683,20120139,56263,2014,7,2014-10-19,610,3000,REG,610
10005683,20120139,56263,2014,7,2014-10-19,610,3000,REG,610
10005683,20120139,56263,2014,7,2014-10-19,610,3000,REG,610
10005803,20130052,56248,2014,6,2014-10-12,610,3200,REG,3200
