playerId,nameFull,position,collegeId,college,ageAtDraft
19780306,Dennis Thurman,DB,90089,USC,22.06575342465753
19780309,Larry Hardy,TE,39217,Jackson State (MS),21.827397260273973
19780310,Willie Brock,C,80309,Colorado,22.63013698630137
19780312,Eason Ramson,TE,99164,Washington State,22.019178082191786
19780315,Mark Slater,C,55455,Minnesota,23.263013698630136
19780317,Leo Biedermann,OT,94720,California,22.550684931506854
19780321,Kevin Bell,WR,77710,Lamar (TX),23.150684931506852
19780322,John Schuhmacher,OG,90089,USC,22.621917808219177
19780328,John Gibney,C,13346,Colgate,21.953424657534246
19780333,Bill Kenney,QB,80631,Northern Colorado,23.295890410958904
19780400,Warren Moon,QB,98195,Washington,21.46575342465753
19790002,Mike Bell,DE,80523,Colorado State,21.687671232876717
19790003,Jack Thompson,QB,99164,Washington State,22.96986301369863
19790004,Dan Hampton,DE,72701,Arkansas,21.632876712328766
19790005,Jerry Butler,WR,29631,Clemson,21.56986301369863
19790006,Barry Krauss,LB,35487,Alabama,22.14246575342466
19790007,Phil Simms,QB,56563,Morehead State (KY),24.51232876712329
19790008,Ottis Anderson,RB,33124,Miami (FL),22.298630136986297
19790009,Al Harris,DE,85287,Arizona State,22.350684931506848
19790010,Keith Dorney,OT,16802,Penn State,21.42739726027397
19790011,Russell Erxleben,P,78712,Texas,22.315068493150687
19790012,Charles Alexander,RB,70803,Louisiana State,21.778082191780825
19790013,Kellen Winslow,TE,65211,Missouri,21.504109589041096
19790014,Marty Lyons,DE,35487,Alabama,22.336986301369862
19790016,Ted Brown,RB,27607,NC State,22.224657534246575
19790017,Don Smith,DT,33124,Miami (FL),21.997260273972607
19790019,George Andrews,LB,68588,Nebraska,23.44383561643836
19790020,Willis Adams,WR,77006,Houston,22.709589041095892
19790021,Jerry Robinson,LB,90095,UCLA,22.38630136986301
19790024,Jon Giesler,OT,48109,Michigan,22.372602739726027
19790025,Rick Sanford,DB,29208,South Carolina,22.326027397260276
19790027,Robert Shaw,C,37998,Tennessee,22.56164383561644
19790029,James Owens,RB,90095,UCLA,23.843835616438355
19790032,Fred Smerlas,DT,2459,Boston,22.082191780821923
19790033,Greg Roberts,OG,73019,Oklahoma,22.46575342465753
19790034,Gordon Jones,WR,15260,Pittsburgh,21.786301369863008
19790035,Theotis Brown,RB,90095,UCLA,22.049315068493147
19790036,Earnest Gray,WR,38152,Memphis,22.18356164383561
19790037,Ken Fantetti,LB,82071,Wyoming,22.08493150684932
19790039,Rickey Watts,WR,74104,Tulsa (OK),21.97808219178082
19790040,Lawrence Johnson,DB,53706,Wisconsin,21.65479452054794
19790042,Willie Jones,DE,32306,Florida State,21.457534246575342
19790044,Steve Atkins,RB,20740,Maryland,22.876712328767123
19790045,Joe Norman,LB,47405,Indiana,22.56164383561644
19790046,Calvin Favron,LB,70402,S.E. Louisiana,21.846575342465755
19790050,Jesse Baker,DE,36265,Jacksonville State (AL),21.827397260273973
19790052,Bob Golic,DT,46556,Notre Dame,21.531506849315072
19790053,Jeff Toews,OG,98195,Washington,21.506849315068493
19790056,Zack Valentine,LB,27858,East Carolina (NC),21.942465753424653
19790057,Michael Jackson,LB,98195,Washington,21.81369863013699
19790058,Jeff Moore,WR,37998,Tennessee,22.18356164383561
19790060,Jerry Eckwood,RB,72701,Arkansas,24.367123287671234
19790061,Tony Nathan,RB,35487,Alabama,22.397260273972602
19790062,Jon Borchardt,OG,59717,Montana State,21.734246575342464
19790063,Mel Land,LB,48824,Michigan State,23.43835616438357
19790064,Joe Bostic,OG,29631,Clemson,22.049315068493147
19790065,Ronnie Lee,OT,76706,Baylor,22.36986301369863
19790066,Willie McClendon,RB,30602,Georgia,21.649315068493152
19790067,Bo Robinson,RB,79016,West Texas A&M,22.94794520547945
19790069,Kim Anderson,DB,85287,Arizona State,21.802739726027397
19790070,Jim Ramey,DE,40506,Kentucky,22.164383561643834
19790071,Charles Johnson,DT,20740,Maryland,21.85753424657534
19790072,Kenny King,RB,73019,Oklahoma,22.16986301369863
19790073,Cliff Thrift,LB,74820,East Central (OK),23.013698630136986
19790074,Tony Franklin,K,77843,Texas A&M,22.468493150684928
19790077,Bruce Radford,DT,71245,Grambling State (LA),23.591780821917812
19790078,Reggie Lewis,DE,76203,North Texas,23.005479452054796
19790079,William Andrews,RB,36849,Auburn,23.36986301369863
19790080,Rick Berns,RB,68588,Nebraska,23.254794520547943
19790081,Mike Wellman,C,66045,Kansas,22.81369863013699
19790083,Ken Johnson,DE,37921,Knoxville,24.123287671232877
19790084,Mike White,DT,31705,Albany State (GA),21.73972602739726
