playId,teamId,playerId,sackPosition,sackType,sackYards,sackNull
10007349,750,20070083,DE,1,-3,0
10007383,750,20140060,DE,1,-12,0
10007386,1050,20120211,LB,1,-6,0
10007409,750,20130044,DT,1,-7,0
10007499,1540,20050191,DT,1,-8,0
10007515,1540,20060116,LB,1,-15,0
10007529,1540,20050191,DT,1,-5,0
10007566,750,20040051,DT,1,-5,0
10007567,750,20110567,DE,1,-5,0
10007577,750,20110567,DE,1,-13,0
10007614,2310,20080497,S,1,-13,0
10007638,750,20120009,LB,1,-9,0
10007642,2310,20080200,LB,1,-6,0
10007656,750,20130014,DT,1,-9,0
10007664,2310,20090090,CB,1,-5,0
10007713,750,20140465,LB,1,0,0
10007766,750,20070083,DE,1,-8,0
10007776,750,20110190,S,1,-6,0
10007803,3300,20100680,OLB,1,-4,0
10007808,3300,20110024,DE,1,-9,0
10007819,750,20130738,DE,1,-7,0
10007874,750,20040051,DT,1,-6,0
10007890,3300,20100680,OLB,1,-7,0
10007891,3300,20120089,DE,1,-9,0
10007934,750,20110567,DE,1,-6,0
10007962,3900,20090453,NT,1,-7,0
10007988,3900,20130017,LB,1,-8,0
10008023,3900,20100178,LB,1,-8,0
10008102,750,20140060,DE,1,-8,0
10008187,4600,20070085,DT,1,-9,0
10008205,4600,20120015,LB,1,-7,0
10008206,4600,20120015,LB,1,-3,0
10008262,750,20140060,DE,1,-7,0
10008272,4900,20080566,LB,1,0,0
10008324,4900,20120058,LB,1,-4,0
10008333,750,20060043,S,1,0,0
10008400,610,20060001,DE,1,-7,0
10008405,810,20100213,DE,1,-6,0
10008435,610,20100062,LB,1,-1,0
10008542,810,20100213,DE,1,-2,0
10008710,810,20040126,DE,1,-7,0
10008746,810,20130233,DE,1,-4,0
10008749,810,20140475,LB,1,-1,0
10008781,810,20050224,DT,1,-2,0
10008803,1540,20100002,DT,1,-9,0
10008840,1540,20100002,DT,1,-2,0
10008982,810,20140051,DT,1,0,0
10008996,1800,20130026,DE,1,-4,0
10009140,2250,20100010,DE,1,-9,0
10009190,810,20050224,DT,1,-5,0
10009213,2700,20120608,DE,1,-6,0
10009219,810,20050224,DT,1,-1,0
10009225,810,20050224,DT,1,-7,0
10009228,2700,20090033,S,1,-4,0
10009287,2700,20050454,DE,1,-8,0
10009407,810,20040126,DE,1,-6,0
10009480,810,20100213,DE,1,-5,0
10009509,3300,20080543,ILB,1,-9,0
10009510,3300,20100680,OLB,1,-6,0
10009534,3300,20080543,ILB,1,0,0
10009540,810,20100213,DE,1,-9,0
10009572,810,20080194,S,1,-6,0
10009582,3300,20080543,ILB,1,-9,0
10009621,3300,20100680,OLB,1,-4,0
10009622,3300,20120089,DE,1,-7,0
10009633,3300,20130082,DT,1,-6,0
10009691,3700,20120059,DE,1,-8,0
10009807,810,20130233,DE,1,-1,0
10009860,4900,20120609,DE,1,-1,0
10009865,4900,20090249,DT,1,-10,0
10009867,4900,20100003,DT,1,-7,0
10009919,810,20050224,DT,1,-4,0
10009941,810,20110053,DT,1,-8,0
10009952,810,20130233,DE,1,-22,0
10009990,810,20130188,DE,1,-1,0
10009991,810,20110053,DT,1,-5,0
10010064,920,20100054,DE,1,-10,0
10010145,920,20070021,S,1,-9,0
10010186,325,20030010,OLB,1,-6,0
10010228,920,20100120,DT,1,-8,0
10010315,325,20060012,DT,1,-21,0
10010522,750,20070083,DE,1,-3,0
10010650,1050,20090424,DL,1,-5,0
10010651,1050,20090424,DL,1,-9,0
10010869,920,20100049,S,1,-6,0
10010883,920,20100054,DE,1,-5,0
10010928,2200,20140166,DE,1,-13,0
10010930,920,20120017,CB,1,0,0
10010955,920,20130053,DE,1,-7,0
10010967,920,20130053,DE,1,-7,0
10010991,920,20130053,DE,1,-3,0
10011001,920,20130095,DE,1,-2,0
10011100,2250,20090062,DT,1,-1,0
10011110,920,20100054,DE,1,-8,0
10011211,920,20130053,DE,1,-6,0
10011262,3430,20120077,LB,1,-11,0
10011292,3430,20080499,DL,1,-6,0
10011351,3430,20120885,DT,1,0,0
10011382,3430,20140210,LB,1,0,0
10011416,3900,20100178,LB,1,-3,0
10011471,3900,20110031,DE,1,-2,0
10011558,3900,20100178,LB,1,0,0
10011652,920,20100054,DE,1,-5,0
10011673,920,20140024,CB,1,-3,0
10011909,1050,20130006,LB,1,-13,0
10011925,810,20130233,DE,1,-7,0
10012072,1050,20090424,DL,1,-9,0
10012124,920,20100120,DT,1,-10,0
10012128,1050,20090057,LB,1,-5,0
10012132,920,20120093,DT,1,-9,0
10012155,920,20100054,DE,1,-7,0
10012217,2120,20110011,DE,1,-6,0
10012235,2120,20110091,ILB,1,-7,0
10012326,2120,20110042,OLB,1,-7,0
10012385,2200,20080167,OLB,1,-3,0
10012420,1050,20090057,LB,1,-10,0
10012542,1050,20050666,DB,1,-11,0
10012550,1050,20130006,LB,1,-4,0
10012611,2510,20110014,DE,1,-8,0
10012617,1050,20040033,LB,1,-13,0
10012654,2510,20140013,DT,1,-5,0
10012705,2510,20140249,DE,1,-6,0
10012736,2510,20140249,DE,1,-4,0
10012748,1050,20090057,LB,1,-7,0
10012898,1050,20040033,LB,1,-7,0
10012908,3300,20100680,OLB,1,-2,0
10012983,1050,20090057,LB,1,-2,0
10013015,1050,20090057,LB,1,-3,0
10013055,2520,20050074,DE,1,-8,0
10013087,1050,20090057,LB,1,-7,0
10013102,3900,20110031,DE,1,-7,0
10013198,1050,20040033,LB,1,-1,0
10013199,1050,20090424,DL,1,-6,0
10013278,4900,20100003,DT,1,-6,0
10013306,4900,20120609,DE,1,-7,0
10013315,1050,20130006,LB,1,-4,0
10013340,4900,20100003,DT,1,-7,0
10013376,4900,20130100,DT,1,-6,0
10013394,1050,20090057,LB,1,-4,0
10013432,1200,20090105,DT,1,-7,0
10013499,3800,20100026,NT,1,-9,0
10013638,325,20110165,OLB,1,-6,0
10013712,1200,20110072,DE,1,-6,0
10013723,1200,20130645,DT,1,-4,0
10013731,1200,20130645,DT,1,-5,0
10013833,1200,20130894,DE,1,-6,0
10013857,1400,20140525,LB,1,-11,0
10013858,1400,20100695,DT,1,-10,0
10013893,1400,20140525,LB,1,-11,0
10013895,1400,20140538,CB,1,-11,0
10013945,1540,20060063,DE,1,-6,0
10013948,1540,20070737,S,1,-9,0
10013956,1200,20060191,DE,1,-3,0
10013965,1540,20120138,LB,1,-8,0
10013995,1540,20130005,DE,1,-13,0
10014027,1540,20100002,DT,1,-5,0
10014028,1540,20100002,DT,1,-10,0
10014058,1200,20070026,DE,1,-2,0
10014067,1200,20140034,DE,1,-11,0
10014090,2120,20090015,ILB,1,-8,0
10014322,2200,20100157,DE,1,-11,0
10014347,1200,20080143,CB,1,0,0
10014370,1200,20120113,LB,1,-7,0
10014523,3300,20130015,S,1,-7,0
10014529,1200,20120158,DE,1,-2,0
10014544,1200,20090105,DT,1,-4,0
10014551,3410,20100015,DE,1,-3,0
10014623,3410,20100015,DE,1,-9,0
10014752,1200,20120081,DE,1,-9,0
10014771,3700,20120059,DE,1,-8,0
10014807,3700,20110116,LB,1,-5,0
10014818,3700,20100013,LB,1,-5,0
10014823,3700,20120012,DE,1,-7,0
10014891,4500,20010004,DT,1,-9,0
10014928,1200,20110040,LB,1,-9,0
10014973,4500,20010004,DT,1,-11,0
10014982,4500,20060772,LB,1,-6,0
10015035,5110,20070024,S,1,-12,0
10015051,5110,20100103,LB,1,-11,0
10015075,1200,20090105,DT,1,-8,0
10015101,5110,20110016,LB,1,-12,0
10015119,5110,20120119,LB,1,-12,0
10015159,1200,20090105,DT,1,-1,0
10015166,1200,20060191,DE,1,-4,0
10015169,5110,20070024,S,1,-7,0
10015246,1400,20110002,LB,1,-10,0
10015289,3800,20060091,DE,1,-3,0
10015436,1400,20120137,DE,1,-6,0
10015437,1400,20110002,LB,1,-5,0
10015486,1400,20110460,CB,1,-2,0
10015546,2120,20100238,NT,1,-6,0
10015676,2120,20120026,OLB,1,-8,0
10015740,1400,20110067,LB,1,-8,0
10015814,1400,20050011,DE,1,-1,0
10015857,2200,20080167,OLB,1,-10,0
10015927,2200,20140166,DE,1,-9,0
10016054,2200,20080167,OLB,1,-2,0
10016139,1400,20110002,LB,1,-3,0
10016161,1400,20120142,LB,1,-5,0
10016166,2310,20060020,LB,1,-5,0
10016308,2700,20130104,LB,1,-8,0
10016315,1400,20090072,DT,1,-12,0
10016384,1400,20110002,LB,1,-7,0
10016393,2520,20050074,DE,1,-3,0
10016400,1400,20080020,CB,1,-8,0
10016536,1400,20130440,LB,1,-11,0
10016598,1400,20110002,LB,1,-5,0
10016727,1400,20050011,DE,1,-1,0
10016768,1400,20100038,S,1,-6,0
10016795,1400,20110052,DT,1,-10,0
10016826,4600,20140108,DE,1,-5,0
10016878,1400,20050011,DE,1,-7,0
10016914,4500,20140150,LB,1,-7,0
10016918,1400,20110002,LB,1,-8,0
10016943,4500,20140077,LB,1,-7,0
10016948,1400,20050011,DE,1,-9,0
10016971,1400,20120137,DE,1,-9,0
10017003,1400,20110002,LB,1,-10,0
10017021,1400,20050011,DE,1,-10,0
10017052,610,20060001,DE,1,-2,0
10017056,1540,20090506,LB,1,-9,0
10017060,610,20110003,DT,1,-7,0
10017109,610,20110003,DT,1,-1,0
10017117,610,20100031,DE,1,-1,0
10017124,1540,20100638,DE,1,-5,0
10017165,610,20110003,DT,1,-10,0
10017198,610,20100031,DE,1,-6,0
10017243,810,20040126,DE,1,-5,0
10017304,1540,20080087,DT,1,-8,0
10017341,1540,20080054,DE,1,-8,0
10017356,810,20040126,DE,1,-2,0
10017361,1540,20130005,DE,1,-8,0
10017406,1050,20130006,LB,1,-9,0
10017573,1540,20060116,LB,1,-7,0
10017610,1800,20100056,LB,1,-2,0
10017622,1540,20100002,DT,1,-8,0
10017652,1800,20020002,LB,1,-6,0
10017751,1540,20100638,DE,1,-9,0
10017754,1540,20130132,DE,1,-9,0
10017796,1540,20120138,LB,1,-1,0
10017819,1540,20120138,LB,1,-1,0
10017820,1540,20090506,LB,1,-9,0
10017831,1540,20120138,LB,1,-1,0
10017871,2700,20050454,DE,1,0,0
10017882,1540,20100002,DT,1,-10,0
10017890,1540,20130005,DE,1,-11,0
10017941,2700,20130104,LB,1,-10,0
10017975,2700,20050454,DE,1,-9,0
10018038,1540,20100638,DE,1,-11,0
10018082,1540,20130132,DE,1,-2,0
10018128,1540,20100002,DT,1,-8,0
10018135,1540,20080054,DE,1,-10,0
10018237,3300,20100680,OLB,1,-8,0
10018293,3300,20120162,CB,1,-6,0
10018311,3300,20060140,OLB,1,0,0
10018383,1540,20100638,DE,1,-10,0
10018438,3410,20090018,DE,1,-5,0
10018537,1540,20100638,DE,1,-10,0
10018542,4900,20120609,DE,1,0,0
10018573,1540,20090076,LB,1,-8,0
10018580,1540,20090076,LB,1,-5,0
10018597,4900,20120609,DE,1,0,0
10018612,4900,20130126,DE,1,-8,0
10018627,4900,20090016,DE,1,-9,0
10018646,1540,20130005,DE,1,-4,0
10018648,1540,20100002,DT,1,-11,0
10018659,1540,20080087,DT,1,-5,0
10018685,200,20080154,DE,1,-4,0
10018764,1800,20090026,LB,1,-1,0
10018837,750,20070083,DE,1,-10,0
10018863,1800,20120028,LB,1,-12,0
10018935,1800,20020002,LB,1,-6,0
10018943,750,20050014,LB,1,-4,0
10019038,1800,20090026,LB,1,-5,0
10019079,1800,20100071,S,1,-8,0
10019085,1800,20020002,LB,1,-5,0
10019163,1800,20130232,LB,1,-9,0
10019176,1800,20020002,LB,1,-5,0
10019219,1200,20060191,DE,1,-9,0
10019248,1200,20140034,DE,1,-10,0
10019291,1800,20120028,LB,1,-8,0
10019325,1800,20090026,LB,1,-6,0
10019404,1540,20080054,DE,1,-7,0
10019484,1800,20120132,DT,1,-9,0
10019515,1800,20140551,LB,1,-5,0
10019576,2310,20100432,DT,1,-7,0
10019591,1800,20140554,LB,1,-10,0
10019683,1800,20120028,LB,1,-9,0
10019687,3000,20130023,DT,1,-10,0
10019710,1800,20120132,DT,1,-8,0
10019730,3000,20100100,DE,1,-4,0
10019789,1800,20080152,DT,1,-6,0
10019807,1800,20120028,LB,1,-1,0
10019879,3200,20120025,LB,1,-9,0
10019918,3200,20130198,DT,1,-5,0
10019933,3200,20130052,LB,1,-6,0
10019989,3430,20120016,LB,1,-4,0
10019991,3430,20120077,LB,1,-10,0
10020114,1800,20120132,DT,1,-7,0
10020122,3430,20120077,LB,1,-12,0
10020124,3430,20030018,LB,1,-10,0
10020138,1800,20090026,LB,1,-3,0
10020179,1800,20020002,LB,1,-5,0
10020185,2520,20070046,DE,1,-6,0
10020247,1800,20120028,LB,1,-18,0
10020292,1800,20140551,LB,1,-15,0
10020331,2520,20120614,LB,1,0,0
10020355,1800,20080152,DT,1,-7,0
10020376,1800,20100056,LB,1,-9,0
10020388,1800,20090026,LB,1,-10,0
10020408,3700,20120059,DE,1,-2,0
10020537,2120,20140001,OLB,1,-7,0
10020610,200,20060151,LB,1,-1,0
10020659,2120,20090125,OLB,1,-2,0
10020784,2120,20120126,DE,1,-10,0
10020877,2120,20110011,DE,1,-7,0
10020896,2120,20120126,DE,1,-5,0
10020914,610,20120105,LB,1,-2,0
10020990,610,20110003,DT,1,-2,0
10021211,920,20100054,DE,1,-5,0
10021268,2120,20110011,DE,1,-2,0
10021273,2200,20080167,OLB,1,-1,0
10021274,2200,20060034,ILB,1,-8,0
10021280,2120,20130129,ILB,1,-2,0
10021328,2200,20090244,DT,1,-4,0
10021338,2120,20110011,DE,1,-3,0
10021370,2200,20140166,DE,1,-3,0
10021407,2200,20130024,OLB,1,0,0
10021428,2120,20110011,DE,1,-8,0
10021430,2120,20110011,DE,1,-2,0
10021456,2250,20100010,DE,1,-2,0
10021482,2120,20120026,OLB,1,-3,0
10021501,2250,20080175,LB,1,-5,0
10021522,2250,20030589,DE,1,-8,0
10021540,2120,20120126,DE,1,-5,0
10021556,2120,20110011,DE,1,-10,0
10021607,3700,20120046,LB,1,-6,0
10021618,2120,20120026,OLB,1,-11,0
10021620,2120,20120026,OLB,1,-9,0
10021624,3700,20100013,LB,1,-1,0
10021662,2120,20110011,DE,1,-7,0
10021672,3700,20090046,LB,1,-6,0
10021790,2120,20120026,OLB,1,-3,0
10021803,2120,20140825,OLB,1,-6,0
10021900,4500,20130517,NT,1,-2,0
10021978,2120,20110011,DE,1,-14,0
10022025,2120,20090639,DE,1,-14,0
10022047,2120,20110011,DE,1,-10,0
10022092,2120,20130057,SS,1,-8,0
10022118,2120,20110042,OLB,1,-12,0
10022193,2120,20110011,DE,1,-6,0
10022241,2200,20030066,DE,1,-12,0
10022252,2200,20130024,OLB,1,-7,0
10022273,2200,20100429,S,1,-11,0
10022288,325,20110165,OLB,1,-7,0
10022384,2200,20130024,OLB,1,-8,0
10022435,920,20060123,DT,1,0,0
10022486,2200,20030066,DE,1,-8,0
10022512,2200,20090244,DT,1,-6,0
10022515,2200,20130024,OLB,1,-5,0
10022562,2200,20140576,NT,1,-4,0
10022701,2200,20030066,DE,1,-3,0
10022721,2200,20080478,ILB,1,-3,0
10022804,2200,20090244,DT,1,-5,0
10022810,2120,20110011,DE,1,-12,0
10022822,2120,20110011,DE,1,-7,0
10022906,2250,20030589,DE,1,-1,0
10022911,2250,20030589,DE,1,-9,0
10022923,2250,20140159,DE,1,-19,0
10022936,2250,20030589,DE,1,-5,0
10022961,2250,20120564,DE,1,-5,0
10023008,2200,20060034,ILB,1,-12,0
10023027,2200,20070006,S,1,-7,0
10023091,3200,20060135,DE,1,0,0
10023272,2200,20080167,OLB,1,-9,0
10023305,3300,20110024,DE,1,-7,0
10023363,2200,20140576,NT,1,-8,0
10023383,2200,20140885,LB,1,-6,0
10023390,3300,20140660,OLB,1,-1,0
10023393,3300,20140672,DT,1,-11,0
10023406,2200,20060034,ILB,1,-6,0
10023484,3410,20140174,LB,1,-5,0
10023512,3410,20140824,DT,1,0,0
10023530,3410,20130081,DE,1,-9,0
10023859,2200,20030066,DE,1,-9,0
10023877,2200,20140576,NT,1,0,0
10023892,2200,20060034,ILB,1,-9,0
10023951,5110,20110016,LB,1,-9,0
10023961,2200,20080478,ILB,1,-5,0
10023998,2200,20140166,DE,1,-7,0
10024031,2200,20080167,OLB,1,-8,0
10024056,2200,20080167,OLB,1,-6,0
10024100,2200,20090131,CB,1,-16,0
10024134,2250,20080175,LB,1,-5,0
10024141,200,20130127,DE,1,-10,0
10024163,2250,20120564,DE,1,-6,0
10024170,200,20120164,DE,1,-3,0
10024260,2250,20100217,LB,1,-6,0
10024380,1050,20040033,LB,1,-6,0
10024384,2250,20140144,LB,1,-2,0
10024401,1050,20140071,LB,1,-2,0
10024438,2250,20070034,LB,1,-8,0
10024462,2250,20030589,DE,1,-8,0
10024514,1200,20060191,DE,1,-8,0
10024583,1200,20080140,CB,1,-7,0
10024589,1200,20120158,DE,1,-8,0
10024600,2250,20090062,DT,1,-6,0
10024616,1200,20130695,LB,1,-5,0
10024680,2120,20110011,DE,1,-7,0
10024724,2120,20110011,DE,1,-5,0
10024757,2120,20110011,DE,1,-5,0
10024779,2120,20110042,OLB,1,0,0
10024841,2200,20060034,ILB,1,0,0
10024842,2200,20080167,OLB,1,-2,0
10024848,2250,20120038,DE,1,-5,0
10024855,2200,20070006,S,1,-9,0
10024935,2200,20140824,DT,1,-6,0
10024975,2250,20120564,DE,1,-4,0
10024990,2250,20090062,DT,1,-7,0
10025007,2700,20110647,LB,1,-4,0
10025041,2700,20050454,DE,1,-3,0
10025047,2250,20120564,DE,1,-7,0
10025072,2700,20100163,S,1,-8,0
10025103,2700,20140234,DE,1,-5,0
10025179,3410,20100251,S,1,-6,0
10025213,3410,20080660,LB,1,-7,0
10025228,3410,20140174,LB,1,-7,0
10025232,2250,20080175,LB,1,-15,0
10025237,2250,20090062,DT,1,-7,0
10025239,3410,20140174,LB,1,-9,0
10025241,3410,20130049,DT,1,-11,0
10025264,2250,20100010,DE,1,-1,0
10025274,3410,20100015,DE,1,-5,0
10025307,2250,20090062,DT,1,-11,0
10025327,3900,20100052,LB,1,-4,0
10025348,2250,20070034,LB,1,-2,0
10025359,2250,20130556,DT,1,-6,0
10025431,2250,20130556,DT,1,-4,0
10025441,2250,20030589,DE,1,0,0
10025483,2250,20030589,DE,1,-5,0
10025501,2250,20100010,DE,1,0,0
10025541,4900,20130147,DE,1,-7,0
10025555,2250,20140159,DE,1,-2,0
10025629,2250,20130556,DT,1,-3,0
10025651,2250,20140159,DE,1,-5,0
10025654,2100,20100016,LB/DE,1,-2,0
10025666,2100,20090115,DL,1,0,0
10025672,2250,20120564,DE,1,-8,0
10025719,2100,20080407,LB,1,-5,0
10025733,2100,20100016,LB/DE,1,-6,0
10025771,2250,20090062,DT,1,-9,0
10025789,920,20040117,DE,1,-6,0
10025806,2310,20080200,LB,1,-7,0
10025823,920,20140024,CB,1,-4,0
10025828,920,20120812,LB,1,-1,0
10025834,920,20120189,DT,1,-2,0
10025875,920,20130053,DE,1,-3,0
10025879,920,20110066,DE,1,-2,0
10025887,2310,20120114,DT,1,-6,0
10025950,1400,20100038,S,1,-13,0
10025966,1400,20110108,S,1,-6,0
10026011,2310,20110070,LB,1,-5,0
10026073,1400,20120142,LB,1,-12,0
10026079,1400,20110002,LB,1,-5,0
10026092,1400,20110002,LB,1,-6,0
10026094,1400,20050011,DE,1,-1,0
10026122,2310,20110070,LB,1,-4,0
10026147,2310,20110639,CB,1,-14,0
10026158,2510,20110014,DE,1,-1,0
10026159,2510,20110014,DE,1,-7,0
10026196,2310,20110086,DL,1,-5,0
10026200,2310,20110070,LB,1,-6,0
10026239,2310,20110070,LB,1,-7,0
10026265,2310,20060020,LB,1,-6,0
10026273,2310,20120114,DT,1,-3,0
10026331,2310,20050015,LB,1,-8,0
10026334,3000,20100109,DE,1,-6,0
10026395,3000,20120156,CB,1,-3,0
10026478,2310,20110070,LB,1,-3,0
10026490,2310,20060020,LB,1,-5,0
10026498,3200,20130596,DL,1,-4,0
10026544,2310,20110070,LB,1,-6,0
10026585,2310,20110070,LB,1,-2,0
10026620,2310,20110070,LB,1,-8,0
10026626,2310,20120011,DT,1,0,0
10026689,3430,20040027,LB,1,-3,0
10026710,2310,20110070,LB,1,-2,0
