playerId,nameFull,position,teamId,gameId,fumbles,interceptions,sacks,#players-pos-league,#games-pos-league,#fumbles-pos-league,#int-pos-league,#sacks-pos-league
20120169.0,Asa Jackson,DB,325.0,40.0,2.0,4.0,,1104.0,51097.0,283.0,3715.0,841.0
20100437.0,Jeromy Miles,S,325.0,76.0,,2.0,,411.0,26572.0,92.0,1926.0,775.0
20110165.0,Pernell McPhee,DE,325.0,166.0,,,42.0,608.0,37394.0,2.0,217.0,9197.0
20130056.0,Arthur Brown,LB,325.0,16.0,,,,867.0,41106.0,32.0,874.0,4707.0
20140813.0,D.J. Roberts,LB,325.0,16.0,,,,867.0,41106.0,32.0,874.0,4707.0
20100673.0,Anthony Levine,DB,325.0,238.0,1.0,4.0,13.0,1104.0,51097.0,283.0,3715.0,841.0
20110510.0,Josh Bynes,LB,325.0,188.0,,10.0,4.0,867.0,41106.0,32.0,874.0,4707.0
20120035.0,Courtney Upshaw,LB,325.0,142.0,,,8.0,867.0,41106.0,32.0,874.0,4707.0
20110027.0,Jimmy Smith,DB,325.0,174.0,,13.0,4.0,1104.0,51097.0,283.0,3715.0,841.0
20060012.0,Haloti Ngata,DT,325.0,84.0,,4.0,11.0,580.0,37418.0,2.0,88.0,3901.0
20030010.0,Terrell Suggs,LB,325.0,279.0,,2.0,87.0,867.0,41106.0,32.0,874.0,4707.0
20120236.0,DeAngelo Tyson,DE,325.0,64.0,,,2.0,608.0,37394.0,2.0,217.0,9197.0
20140446.0,Deji Olatoye,DB,325.0,12.0,,,,1104.0,51097.0,283.0,3715.0,841.0
20120745.0,Omar Brown,DB,325.0,8.0,,,,1104.0,51097.0,283.0,3715.0,841.0
20050132.0,Chris Canty,DE,325.0,64.0,,,2.0,608.0,37394.0,2.0,217.0,9197.0
20140447.0,Zach Orr,LB,325.0,16.0,,,,867.0,41106.0,32.0,874.0,4707.0
20100252.0,Austin Spitler,LB,325.0,8.0,,,,867.0,41106.0,32.0,874.0,4707.0
20100135.0,Dominique Franks,DB,325.0,32.0,,2.0,,1104.0,51097.0,283.0,3715.0,841.0
20140440.0,Derrick Hopkins,DT,325.0,16.0,,,,580.0,37418.0,2.0,88.0,3901.0
20140828.0,Nick DiMarco,LB,325.0,12.0,,,2.0,867.0,41106.0,32.0,874.0,4707.0
20060126.0,Elvis Dumervil,DE,325.0,145.0,,,83.0,608.0,37394.0,2.0,217.0,9197.0
20140448.0,A.J. Pataiali'i,DT,325.0,16.0,,,,580.0,37418.0,2.0,88.0,3901.0
20140444.0,Jamie Meder,DT,325.0,104.0,,,1.0,580.0,37418.0,2.0,88.0,3901.0
20140829.0,Levi Brown,DT,325.0,16.0,,,,580.0,37418.0,2.0,88.0,3901.0
20100119.0,A.J. Edds,LB,3430.0,8.0,,,,867.0,41106.0,32.0,874.0,4707.0
20050795.0,Dimitri Patterson,DB,3430.0,2.0,,,,1104.0,51097.0,283.0,3715.0,841.0
20110522.0,Nick Bellore,LB,3430.0,45.0,1.0,,,867.0,41106.0,32.0,874.0,4707.0
20120187.0,Josh Bush,DB,3430.0,10.0,,2.0,,1104.0,51097.0,283.0,3715.0,841.0
20140080.0,Dexter McDougle,DB,3430.0,26.0,,,,1104.0,51097.0,283.0,3715.0,841.0
20110054.0,Jaiquawn Jarrett,DB,3430.0,36.0,,4.0,4.0,1104.0,51097.0,283.0,3715.0,841.0
20080499.0,Leger Douzable,DT,3430.0,61.0,,,16.0,580.0,37418.0,2.0,88.0,3901.0
20040027.0,Jason Babin,LB,3430.0,38.0,,,6.0,867.0,41106.0,32.0,874.0,4707.0
20120242.0,Antonio Allen,S,3430.0,34.0,,,4.0,411.0,26572.0,92.0,1926.0,775.0
20130009.0,Dee Milliner,DB,3430.0,8.0,,,,1104.0,51097.0,283.0,3715.0,841.0
20130013.0,Sheldon Richardson,DT,3430.0,167.0,,4.0,35.0,580.0,37418.0,2.0,88.0,3901.0
20060146.0,Dawan Landry,S,3430.0,38.0,,,4.0,411.0,26572.0,92.0,1926.0,775.0
20070047.0,David Harris,LB,3430.0,74.0,,2.0,24.0,867.0,41106.0,32.0,874.0,4707.0
20110030.0,Muhammad Wilkerson,DT,3430.0,81.0,,4.0,36.0,580.0,37418.0,2.0,88.0,3901.0
20120016.0,Quinton Coples,DE,3430.0,38.0,,,18.0,608.0,37394.0,2.0,217.0,9197.0
20140233.0,Trevor Reilly,OLB,3430.0,52.0,,,1.0,127.0,7804.0,4.0,131.0,1229.0
20090220.0,Ellis Lankster,DB,3430.0,10.0,,,,1104.0,51097.0,283.0,3715.0,841.0
20030018.0,Calvin Pace,DE,3430.0,38.0,,,14.0,608.0,37394.0,2.0,217.0,9197.0
20110562.0,Darrin Walls,DB,3430.0,34.0,,6.0,,1104.0,51097.0,283.0,3715.0,841.0
20130550.0,T.J. Barnes,DT,3430.0,20.0,,,2.0,580.0,37418.0,2.0,88.0,3901.0
20060560.0,Garrett McIntyre,OLB,3430.0,6.0,,,2.0,127.0,7804.0,4.0,131.0,1229.0
20120552.0,Damon Harrison,DT,3430.0,131.0,,4.0,12.0,580.0,37418.0,2.0,88.0,3901.0
20120077.0,Demario Davis,LB,3430.0,140.0,,2.0,40.0,867.0,41106.0,32.0,874.0,4707.0
