playerId,teamId,draftTradeValue
19840103,2200,88.0
19840104,1050,86.0
19840105,3410,84.0
19840106,1540,82.0
19840107,4900,80.0
19840108,3900,78.0
19840109,2700,76.0
19840110,1200,74.0
19840111,3900,72.0
19840112,4900,70.0
19840113,1200,68.0
19840114,2100,66.0
19840115,3410,64.0
19840116,3700,62.0
19840117,2310,60.0
19840118,4400,58.0
19840119,920,56.0
19840120,2200,54.0
19840121,4500,52.0
19840122,3430,50.0
19840123,3300,49.0
19840124,3200,48.0
19840125,5110,47.0
19840126,1800,46.0
19840127,2520,45.0
19840128,610,44.0
19840129,2510,43.0
19840130,2200,42.0
19840131,1050,41.0
19840132,200,40.0
19840133,2510,39.5
19840134,2310,39.0
19840135,3900,38.5
19840136,2510,38.0
19840137,1200,37.5
19840138,2700,37.0
19840139,4500,36.5
19840140,3000,36.0
19840141,2100,35.5
19840142,4900,35.0
19840143,3410,34.5
19840144,4400,34.0
19840145,3700,33.5
19840146,2310,33.0
19840147,2200,32.6
19840148,200,32.2
19840149,3430,31.8
19840150,920,31.4
19840151,3200,31.0
19840152,1200,30.6
19840153,1800,30.2
19840154,3000,29.8
19840155,610,29.4
19840156,3300,29.0
19840157,2510,28.6
19840158,1050,28.2
19840159,1400,27.8
19840160,1540,27.4
19840161,2100,27.0
19840162,4600,26.6
19840163,200,26.2
19840164,3900,25.8
19840165,2700,25.4
19840166,1200,25.0
19840167,5110,24.6
19840168,2520,24.2
19840169,4900,23.8
19840170,2100,23.4
19840171,3410,23.0
19840172,3700,22.6
19840173,2310,22.2
19840174,4400,21.8
19840175,200,21.4
19840176,3430,21.0
19840177,920,20.6
19840178,1540,20.2
19840179,810,19.8
19840180,3000,19.4
19840181,1800,19.0
19840182,610,18.6
19840183,2520,18.2
19840184,3200,17.8
19840185,2510,17.4
19840186,1400,17.0
19840187,1540,16.6
19840188,2510,16.2
19840189,4600,15.8
19840190,1050,15.4
19840191,3900,15.0
19840192,3200,14.6
19840193,1200,14.2
19840194,2700,13.8
19840195,5110,13.4
19840196,3000,13.0
19840197,2100,12.6
19840198,4900,12.2
19840199,4400,11.8
19840200,3700,11.4
19840201,2510,11.0
19840202,2310,10.6
19840203,3430,10.2
19840204,920,9.8
19840205,2200,9.4
19840206,200,9.0
19840207,1400,8.6
19840208,3000,8.2
19840209,610,7.8
19840210,3300,7.4
19840211,3200,7.0
19840212,810,6.6
19840213,2510,6.2
19840214,1540,5.8
19840215,2510,5.4
19840216,4600,5.0
19840217,3430,4.6
19840218,1400,4.2
19840219,4400,3.8
19840220,3900,3.4
19840221,2700,3.0
19840222,1200,2.6
19840223,5110,2.3
19840224,2520,2.0
19840225,4900,1.96
19840226,2100,1.92
19840227,1050,1.88
19840228,2100,1.84
19840229,2310,1.8
19840230,4400,1.76
19840231,920,1.72
19840232,1200,1.68
19840233,200,1.64
19840234,3430,1.6
19840235,3000,1.56
19840236,610,1.52
19840237,3300,1.48
19840238,3200,1.44
19840239,4500,1.4
19840240,2310,1.36
19840241,2510,1.32
19840242,2510,1.28
19840243,4600,1.24
19840244,810,1.2
19840245,1400,1.16
19840246,1540,1.12
19840247,3900,1.08
19840248,4500,1.04
19840249,1200,1.0
19840250,2700,0.96
19840251,3200,0.92
19840252,2100,0.88
19840253,2510,0.84
19840254,4900,0.8
19840255,3410,0.76
19840256,3700,0.72
19840257,3410,0.68
19840258,2310,0.64
19840259,1540,0.6
19840260,200,0.56
19840261,3430,0.52
19840262,920,0.48
19840263,610,0.44
19840264,3300,0.4
19840265,920,0.36
19840266,810,0.32
19840267,1800,0.28
19840268,3000,0.24
19840269,2510,0.2
19840270,4600,0.16
19840271,810,0.12
19840272,1400,0.08
19840273,1540,0.0
19840274,2510,0.0
19840275,4500,0.0
19840276,3900,0.0
19840277,2700,0.0
19840278,1200,0.0
19840279,5110,0.0
19840280,1050,0.0
19840281,4900,0.0
19840282,2520,0.0
19840283,3410,0.0
19840284,3700,0.0
19840285,2310,0.0
19840286,4400,0.0
19840287,200,0.0
19840288,3430,0.0
19840289,920,0.0
19840290,2200,0.0
19840291,3300,0.0
19840292,3200,0.0
19840293,2510,0.0
19840294,1800,0.0
19840295,3000,0.0
19840296,2510,0.0
19840297,810,0.0
19840298,1400,0.0
19840299,610,0.0
19840300,1540,0.0
19840301,2510,0.0
19840302,4600,0.0
19840303,3900,0.0
19840304,1200,0.0
19840305,2700,0.0
19840306,5110,0.0
19840307,4500,0.0
19840308,3000,0.0
19840309,2510,0.0
19840310,4900,0.0
19840311,3410,0.0
19840312,3700,0.0
19840313,1800,0.0
19840314,2310,0.0
19840315,3430,0.0
19840316,920,0.0
19840317,2200,0.0
19840318,200,0.0
19840319,3200,0.0
19840320,2700,0.0
19840321,3000,0.0
19840322,610,0.0
19840323,1800,0.0
19840324,3300,0.0
19840325,2510,0.0
19840326,1400,0.0
19840327,1540,0.0
19840328,2510,0.0
19840329,4600,0.0
19840330,810,0.0
19840331,4400,0.0
19840332,3900,0.0
19840333,2700,0.0
19840334,1200,0.0
19840335,5110,0.0
19840336,2520,0.0
19850001,610,3000.0
19850002,200,2600.0
19850003,2100,2200.0
19850004,3000,1800.0
19850005,2200,1700.0
19850006,1540,1600.0
19850007,1800,1500.0
19850008,4900,1400.0
19850009,3700,1350.0
19850010,3430,1300.0
19850011,2100,1250.0
19850012,4400,1200.0
19850013,920,1150.0
19850014,610,1100.0
19850015,2310,1050.0
19850016,4500,1000.0
19850017,1200,950.0
19850018,2510,900.0
19850019,3410,875.0
19850020,3900,850.0
19850021,2510,800.0
19850022,810,780.0
19850023,2520,760.0
19850024,3300,740.0
19850025,920,720.0
19850026,1400,700.0
19850027,2700,680.0
19850028,3200,660.0
19850029,610,640.0
19850030,3000,620.0
19850031,1400,600.0
19850032,2200,590.0
19850033,5110,580.0
19850034,1540,560.0
19850035,1050,550.0
19850036,2100,540.0
19850037,3700,530.0
19850038,3300,520.0
19850039,4400,510.0
19850040,3430,500.0
19850041,2310,490.0
19850042,610,480.0
19850043,920,470.0
19850044,1200,460.0
19850045,200,450.0
19850046,3410,440.0
19850047,3900,430.0
19850048,3200,420.0
19850049,810,410.0
19850050,2510,400.0
19850051,2510,390.0
19850052,3200,380.0
19850053,4600,370.0
19850054,1400,360.0
19850055,4400,350.0
19850056,3200,340.0
19850057,610,330.0
19850058,3410,320.0
19850059,3000,310.0
19850060,3000,300.0
19850061,2200,292.0
19850062,1540,284.0
19850063,610,276.0
19850064,4900,270.0
19850065,2700,265.0
19850066,3000,260.0
19850067,3430,255.0
19850068,3300,250.0
19850069,4400,245.0
19850070,920,240.0
19850071,1800,235.0
19850072,2510,230.0
19850073,3410,225.0
19850074,3900,220.0
19850075,4500,215.0
19850076,1200,210.0
19850077,2510,205.0
19850078,810,200.0
19850079,2520,195.0
19850080,2520,190.0
19850081,4600,185.0
19850082,2100,180.0
19850083,2700,175.0
19850084,3200,170.0
19850085,3000,165.0
19850086,610,160.0
19850087,2100,155.0
19850088,2200,150.0
19850089,200,145.0
19850090,1540,140.0
19850091,2700,136.0
19850092,4900,132.0
19850093,3700,128.0
19850094,3430,124.0
19850095,3300,120.0
19850096,4400,116.0
19850097,920,112.0
19850098,1800,108.0
19850099,2310,104.0
19850100,3410,100.0
19850101,3900,96.0
19850102,3200,92.0
19850103,1200,88.0
19850104,2510,86.0
19850105,810,84.0
19850106,3000,82.0
19850107,2520,80.0
19850108,3200,78.0
19850109,4600,76.0
19850110,1400,74.0
19850111,2700,72.0
19850112,610,70.0
19850113,2510,68.0
19850114,1200,66.0
19850115,3000,64.0
19850116,2510,62.0
19850117,2200,60.0
19850118,1540,58.0
19850119,1200,56.0
19850120,3430,54.0
19850121,3700,52.0
19850122,5110,50.0
19850123,4600,49.0
19850124,3430,48.0
19850125,1800,47.0
19850126,2310,46.0
19850127,920,45.0
19850128,4600,44.0
19850129,920,43.0
19850130,610,42.0
19850131,2510,41.0
19850132,3410,40.0
19850133,2100,39.5
19850134,3430,39.0
19850135,2520,38.5
19850136,3900,38.0
19850137,4600,37.5
19850138,2100,37.0
19850139,1400,36.5
19850140,4500,36.0
19850141,610,35.5
19850142,3000,35.0
19850143,2520,34.5
19850144,1200,34.0
19850145,2700,33.5
19850146,1540,33.0
19850147,1050,32.6
19850148,920,32.2
19850149,2310,31.8
19850150,4400,31.4
19850151,3430,31.0
19850152,200,30.6
19850153,2100,30.2
19850154,920,29.8
19850155,1800,29.4
19850156,3700,29.0
19850157,1200,28.6
19850158,2510,28.2
19850159,3410,27.8
19850160,3900,27.4
19850161,2510,27.0
19850162,2510,26.6
19850163,5110,26.2
19850164,3000,25.8
19850165,3410,25.4
19850166,3430,25.0
19850167,2700,24.6
19850168,4500,24.2
19850169,610,23.8
19850170,2100,23.4
19850171,1800,23.0
19850172,920,22.6
19850173,2200,22.2
19850174,1540,21.8
19850175,1050,21.4
19850176,4900,21.0
19850177,5110,20.6
19850178,1200,20.2
19850179,3300,19.8
19850180,2310,19.4
19850181,920,19.0
19850182,1800,18.6
19850183,2310,18.2
19850184,1200,17.8
19850185,5110,17.4
19850186,2520,17.0
19850187,3900,16.6
19850188,2520,16.2
19850189,2510,15.8
19850190,810,15.4
19850191,2520,15.0
19850192,2520,14.6
19850193,4600,14.2
19850194,1400,13.8
19850195,2700,13.4
19850196,4400,13.0
19850197,610,12.6
19850198,3000,12.2
19850199,2100,11.8
19850200,2200,11.4
19850201,200,11.0
19850202,1540,10.6
19850203,1050,10.2
19850204,4900,9.8
19850205,3700,9.4
19850206,3300,9.0
19850207,4400,8.6
19850208,3430,8.2
19850209,1800,7.8
19850210,2310,7.4
19850211,920,7.0
19850212,2510,6.6
19850213,3410,6.2
19850214,3900,5.8
19850215,200,5.4
19850216,1200,5.0
19850217,810,4.6
19850218,2510,4.2
19850219,5110,3.8
19850220,2520,3.4
19850221,4600,3.0
19850222,1400,2.6
19850223,2700,2.3
19850224,3200,2.0
19850225,610,1.96
19850226,2100,1.92
19850227,3000,1.88
19850228,200,1.84
19850229,2200,1.8
19850230,1540,1.76
19850231,3700,1.72
19850232,4900,1.68
19850233,3700,1.64
19850234,4400,1.6
19850235,3430,1.56
19850236,3300,1.52
19850237,2310,1.48
19850238,920,1.44
19850239,1800,1.4
19850240,3410,1.36
19850241,3900,1.32
19850242,3900,1.28
19850243,1200,1.24
19850244,2510,1.2
19850245,2510,1.16
19850246,2520,1.12
19850247,5110,1.08
19850248,4600,1.04
19850249,1400,1.0
19850250,810,0.96
19850251,2700,0.92
19850252,4400,0.88
19850253,610,0.84
19850254,3000,0.8
19850255,2100,0.76
19850256,2200,0.72
19850257,200,0.68
19850258,1540,0.64
19850259,1050,0.6
19850260,4900,0.56
19850261,3700,0.52
19850262,3430,0.48
19850263,5110,0.44
19850264,4400,0.4
19850265,920,0.36
19850266,1800,0.32
19850267,2310,0.28
19850268,3900,0.24
19850269,1400,0.2
19850270,1200,0.16
19850271,2510,0.12
19850272,3410,0.08
19850273,810,0.0
19850274,2510,0.0
19850275,2520,0.0
19850276,2520,0.0
19850277,4600,0.0
19850278,1400,0.0
19850279,2700,0.0
19850280,4600,0.0
19850281,2100,0.0
19850282,610,0.0
19850283,3000,0.0
19850284,200,0.0
19850285,2510,0.0
19850286,1540,0.0
19850287,1050,0.0
19850288,4900,0.0
19850289,3700,0.0
19850290,5110,0.0
19850291,4400,0.0
19850292,3430,0.0
19850293,2310,0.0
19850294,1800,0.0
19850295,3200,0.0
19850296,920,0.0
19850297,1200,0.0
19850298,2510,0.0
19850299,3410,0.0
19850300,3900,0.0
19850301,2510,0.0
19850302,810,0.0
19850303,2520,0.0
19850304,5110,0.0
19850305,4600,0.0
19850306,1400,0.0
19850307,2700,0.0
19850308,4500,0.0
19850309,5110,0.0
19850310,3000,0.0
19850311,2100,0.0
19850312,2200,0.0
19850313,200,0.0
19850314,1540,0.0
19850315,1050,0.0
19850316,4900,0.0
19850317,3700,0.0
19850318,4400,0.0
19850319,3430,0.0
19850320,3300,0.0
19850321,2310,0.0
19850322,920,0.0
19850323,1800,0.0
19850324,1200,0.0
19850325,2510,0.0
19850326,3410,0.0
19850327,3900,0.0
19850328,3200,0.0
19850329,4400,0.0
19850330,4900,0.0
19850331,5110,0.0
19850332,2520,0.0
19850333,610,0.0
19850334,1400,0.0
19850335,2700,0.0
19850336,4500,0.0
19860001,4900,3000.0
19860002,200,2600.0
19860003,2100,2200.0
19860004,2200,1800.0
19860005,2510,1700.0
19860006,3300,1600.0
19860007,2310,1500.0
19860008,4400,1400.0
19860009,3900,1350.0
19860010,3700,1300.0
19860011,920,1250.0
19860012,1540,1200.0
19860013,4400,1150.0
19860014,3000,1100.0
19860015,4600,1050.0
19860016,610,1000.0
19860017,200,950.0
19860018,1200,900.0
19860019,3410,875.0
19860020,610,850.0
19860021,920,800.0
19860022,3430,780.0
19860023,2510,760.0
19860024,2520,740.0
19860025,4900,720.0
19860026,3200,700.0
19860027,810,680.0
19860028,4900,660.0
19860029,1540,640.0
19860030,5110,620.0
19860031,3300,600.0
19860032,2510,590.0
19860033,1200,580.0
19860034,2100,560.0
19860035,2310,550.0
19860036,3900,540.0
19860037,3700,530.0
19860038,920,520.0
19860039,4500,510.0
19860040,4900,500.0
19860041,1800,490.0
19860042,3200,480.0
19860043,1050,470.0
19860044,3410,460.0
19860045,5110,450.0
19860046,3410,440.0
19860047,2200,430.0
19860048,3700,420.0
19860049,3430,410.0
19860050,2510,400.0
19860051,3410,390.0
19860052,2700,380.0
19860053,3410,370.0
19860054,3200,360.0
19860055,810,350.0
19860056,4500,340.0
19860057,3300,330.0
19860058,920,320.0
19860059,2510,310.0
19860060,3300,300.0
19860061,2100,292.0
19860062,3300,284.0
19860063,2310,276.0
19860064,4500,270.0
19860065,920,265.0
19860066,4400,260.0
19860067,3900,255.0
19860068,4600,250.0
19860069,1540,245.0
19860070,4400,240.0
19860071,2510,235.0
19860072,1800,230.0
19860073,3410,225.0
19860074,1200,220.0
19860075,5110,215.0
19860076,4500,210.0
19860077,610,205.0
19860078,920,200.0
19860079,3430,195.0
19860080,2520,190.0
19860081,2700,185.0
19860082,810,180.0
19860083,4900,175.0
19860084,1800,170.0
19860085,2520,165.0
19860086,2200,160.0
19860087,2310,155.0
19860088,3300,150.0
19860089,2510,145.0
19860090,2310,140.0
19860091,920,136.0
19860092,1540,132.0
19860093,3000,128.0
19860094,3900,124.0
19860095,4400,120.0
19860096,4500,116.0
19860097,4400,112.0
19860098,1800,108.0
19860099,920,104.0
19860100,1200,100.0
19860101,4500,96.0
19860102,4500,92.0
19860103,2520,88.0
19860104,1400,86.0
19860105,3430,84.0
19860106,3700,82.0
19860107,2700,80.0
19860108,2520,78.0
19860109,3200,76.0
19860110,810,74.0
19860111,610,72.0
19860112,4900,70.0
19860113,5110,68.0
19860114,2100,66.0
19860115,3300,64.0
19860116,2510,62.0
19860117,2200,60.0
19860118,4400,58.0
19860119,1540,56.0
19860120,3000,54.0
19860121,3700,52.0
19860122,3900,50.0
19860123,920,49.0
19860124,2200,48.0
19860125,1800,47.0
19860126,4600,46.0
19860127,1050,45.0
19860128,3700,44.0
19860129,4400,43.0
19860130,3410,42.0
19860131,4500,41.0
19860132,3430,40.0
19860133,4400,39.5
19860134,1400,39.0
19860135,3900,38.5
19860136,2700,38.0
19860137,3200,37.5
19860138,810,37.0
19860139,3410,36.5
19860140,1200,36.0
19860141,2310,35.5
19860142,3300,35.0
19860143,1800,34.5
19860144,2510,34.0
19860145,2100,33.5
19860146,5110,33.0
19860147,3000,32.6
19860148,3900,32.2
19860149,3700,31.8
19860150,1200,31.4
19860151,1400,31.0
19860152,920,30.6
19860153,4600,30.2
19860154,200,29.8
19860155,4400,29.4
19860156,5110,29.0
19860157,3410,28.6
19860158,1200,28.2
19860159,200,27.8
19860160,2510,27.4
19860161,1400,27.0
19860162,4500,26.6
19860163,2700,26.2
19860164,2520,25.8
19860165,4900,25.4
19860166,810,25.0
19860167,1050,24.6
19860168,610,24.2
19860169,3700,23.8
19860170,2510,23.4
19860171,2200,23.0
19860172,2200,22.6
19860173,3300,22.2
19860174,1050,21.8
19860175,3900,21.4
19860176,3700,21.0
19860177,920,20.6
19860178,610,20.2
19860179,3000,19.8
19860180,610,19.4
19860181,4600,19.0
19860182,4400,18.6
19860183,1800,18.2
19860184,3410,17.8
19860185,1200,17.4
19860186,5110,17.0
19860187,3200,16.6
19860188,1400,16.2
19860189,3430,15.8
19860190,2200,15.4
19860191,2520,15.0
19860192,3200,14.6
19860193,2700,14.2
19860194,810,13.8
19860195,2510,13.4
19860196,2310,13.0
19860197,200,12.6
19860198,2200,12.2
19860199,2100,11.8
19860200,3300,11.4
19860201,2510,11.0
19860202,610,10.6
19860203,4500,10.2
19860204,920,9.8
19860205,1540,9.4
19860206,3000,9.0
19860207,3900,8.6
19860208,3700,8.2
19860209,4400,7.8
19860210,1800,7.4
19860211,4600,7.0
19860212,1200,6.6
19860213,5110,6.2
19860214,3410,5.8
19860215,3430,5.4
19860216,2510,5.0
19860217,1400,4.6
19860218,2700,4.2
19860219,2520,3.8
19860220,3200,3.4
19860221,810,3.0
19860222,610,2.6
19860223,4900,2.3
19860224,200,2.0
19860225,2100,1.96
19860226,3300,1.92
19860227,2510,1.88
19860228,2200,1.84
19860229,2310,1.8
19860230,920,1.76
19860231,1540,1.72
19860232,3000,1.68
19860233,3700,1.64
19860234,3900,1.6
19860235,4400,1.56
19860236,1800,1.52
19860237,4600,1.48
19860238,1050,1.44
19860239,5110,1.4
19860240,4500,1.36
19860241,3410,1.32
19860242,1200,1.28
19860243,2510,1.24
19860244,1400,1.2
19860245,3430,1.16
19860246,2520,1.12
19860247,2700,1.08
19860248,3200,1.04
19860249,810,1.0
19860250,4900,0.96
19860251,610,0.92
19860252,200,0.88
19860253,3300,0.84
19860254,2510,0.8
19860255,2510,0.76
19860256,2100,0.72
19860257,2310,0.68
19860258,1540,0.64
19860259,3000,0.6
19860260,3900,0.56
19860261,3700,0.52
19860262,920,0.48
19860263,1800,0.44
19860264,4600,0.4
19860265,1050,0.36
19860266,2200,0.32
19860267,4500,0.28
19860268,3410,0.24
19860269,1200,0.2
19860270,4500,0.16
19860271,1400,0.12
19860272,3430,0.08
19860273,2510,0.0
19860274,2700,0.0
19860275,2520,0.0
19860276,3200,0.0
19860277,810,0.0
19860278,610,0.0
19860279,4900,0.0
19860280,200,0.0
19860281,2510,0.0
19860282,610,0.0
19860283,2100,0.0
19860284,3300,0.0
19860285,2310,0.0
19860286,3000,0.0
19860287,3900,0.0
19860288,3700,0.0
19860289,920,0.0
19860290,1540,0.0
19860291,4600,0.0
19860292,1050,0.0
19860293,4400,0.0
19860294,920,0.0
19860295,3410,0.0
19860296,1200,0.0
19860297,5110,0.0
19860298,4400,0.0
19860299,3430,0.0
19860300,2510,0.0
19860301,1400,0.0
19860302,2520,0.0
19860303,2700,0.0
19860304,3200,0.0
19860305,810,0.0
19860306,4900,0.0
19860307,1200,0.0
19860308,200,0.0
19860309,2200,0.0
19860310,2100,0.0
19860311,3300,0.0
19860312,2510,0.0
19860313,610,0.0
19860314,3900,0.0
19860315,3700,0.0
19860316,920,0.0
19860317,1540,0.0
19860318,3000,0.0
19860319,1050,0.0
19860320,4400,0.0
19860321,4600,0.0
19860322,1200,0.0
19860323,5110,0.0
19860324,4900,0.0
19860325,3700,0.0
19860326,2200,0.0
19860327,2510,0.0
19860328,3430,0.0
19860329,2700,0.0
19860330,2520,0.0
19860331,610,0.0
19860332,3200,0.0
19860333,4400,0.0
19870001,4900,3000.0
19870002,2200,2600.0
19870003,2100,2200.0
19870004,1800,1800.0
19870005,1050,1700.0
19870006,2510,1600.0
19870007,1540,1500.0
19870008,610,1400.0
19870009,3700,1350.0
19870010,3900,1300.0
19870011,3300,1250.0
19870012,1200,1200.0
19870013,200,1150.0
19870014,3000,1100.0
19870015,2520,1050.0
19870016,2700,1000.0
19870017,920,950.0
19870018,4600,900.0
19870019,2310,875.0
19870020,2100,850.0
19870021,3430,800.0
19870022,4500,780.0
19870023,3200,760.0
19870024,4400,740.0
19870025,4500,720.0
19870026,810,700.0
19870027,1400,680.0
19870028,3410,660.0
19870029,610,640.0
19870030,5110,620.0
19870031,200,600.0
19870032,1050,590.0
19870033,610,580.0
19870034,2510,560.0
19870035,2310,550.0
19870036,4900,540.0
19870037,4500,530.0
19870038,3900,520.0
19870039,1200,510.0
19870040,3300,500.0
19870041,1800,490.0
19870042,3430,480.0
19870043,2700,470.0
19870044,3000,460.0
19870045,4600,450.0
19870046,2100,440.0
19870047,2510,430.0
19870048,5110,420.0
19870049,920,410.0
19870050,4900,400.0
19870051,4900,390.0
19870052,2520,380.0
19870053,4400,370.0
19870054,810,360.0
19870055,3410,350.0
19870056,2700,340.0
19870057,4900,330.0
19870058,2200,320.0
19870059,4400,310.0
19870060,610,300.0
19870061,1800,292.0
19870062,2510,284.0
19870063,1540,276.0
19870064,2100,270.0
19870065,3700,265.0
19870066,3900,260.0
19870067,3300,255.0
19870068,1200,250.0
19870069,1800,245.0
19870070,2510,240.0
19870071,1800,235.0
19870072,3000,230.0
19870073,2310,225.0
19870074,2510,220.0
19870075,3430,215.0
19870076,920,210.0
19870077,920,205.0
19870078,610,200.0
19870079,3200,195.0
19870080,1050,190.0
19870081,2520,185.0
19870082,1050,180.0
19870083,3410,175.0
19870084,4900,170.0
19870085,2200,165.0
19870086,1400,160.0
19870087,4900,155.0
19870088,4400,150.0
19870089,1800,145.0
19870090,2510,140.0
19870091,2510,136.0
19870092,1540,132.0
19870093,3700,128.0
19870094,3900,124.0
19870095,1200,120.0
19870096,3300,116.0
19870097,200,112.0
19870098,3200,108.0
19870099,2700,104.0
19870100,3000,100.0
19870101,810,96.0
19870102,3200,92.0
19870103,920,88.0
19870104,4600,86.0
19870105,2100,84.0
19870106,4900,82.0
19870107,3200,80.0
19870108,2510,78.0
19870109,610,76.0
19870110,2520,74.0
19870111,1400,72.0
19870112,3410,70.0
19870113,3200,68.0
19870114,2200,66.0
19870115,4400,64.0
19870116,3200,62.0
19870117,5110,60.0
19870118,2510,58.0
19870119,4600,56.0
19870120,810,54.0
19870121,3700,52.0
19870122,3900,50.0
19870123,3300,49.0
19870124,1200,48.0
19870125,200,47.0
19870126,2510,46.0
19870127,2510,45.0
19870128,2310,44.0
19870129,3430,43.0
19870130,920,42.0
19870131,4600,41.0
19870132,2700,40.0
19870133,2100,39.5
19870134,4500,39.0
19870135,4900,38.5
19870136,2510,38.0
19870137,4900,37.5
19870138,810,37.0
19870139,920,36.5
19870140,3410,36.0
19870141,3900,35.5
19870142,2200,35.0
19870143,4900,34.5
19870144,5110,34.0
19870145,1800,33.5
19870146,2510,33.0
19870147,2100,32.6
19870148,1540,32.2
19870149,3700,31.8
19870150,3900,31.4
19870151,1200,31.0
19870152,3300,30.6
19870153,200,30.2
19870154,810,29.8
19870155,2700,29.4
19870156,3000,29.0
19870157,920,28.6
19870158,3700,28.2
19870159,2100,27.8
19870160,3410,27.4
19870161,3430,27.0
19870162,4500,26.6
19870163,3200,26.2
19870164,5110,25.8
19870165,1050,25.4
19870166,2510,25.0
19870167,1400,24.6
19870168,3410,24.2
19870169,4900,23.8
19870170,2200,23.4
19870171,610,23.0
19870172,1800,22.6
19870173,4400,22.2
19870174,2510,21.8
19870175,1540,21.4
19870176,2100,21.0
19870177,3700,20.6
19870178,3900,20.2
19870179,3300,19.8
19870180,1200,19.4
19870181,200,19.0
19870182,2700,18.6
19870184,4600,17.8
19870185,4600,17.4
19870186,2310,17.0
19870187,3430,16.6
19870188,920,16.2
19870189,4500,15.8
19870190,4900,15.4
19870191,1800,15.0
19870192,5110,14.6
19870193,810,14.2
19870194,1400,13.8
19870195,2510,13.4
19870196,3430,13.0
19870197,4900,12.6
19870198,1800,12.2
19870199,4400,11.8
19870200,2200,11.4
19870201,2510,11.0
19870202,2100,10.6
19870203,1540,10.2
19870204,4400,9.8
19870205,3900,9.4
19870206,1200,9.0
19870207,3300,8.6
19870208,200,8.2
19870209,610,7.8
19870210,2700,7.4
19870211,3000,7.0
19870212,2700,6.6
19870213,2510,6.2
19870214,3430,5.8
19870215,920,5.4
19870216,4600,5.0
19870217,4500,4.6
19870218,2310,4.2
19870219,5110,3.8
19870220,1050,3.4
19870221,810,3.0
19870222,1400,2.6
19870223,3410,2.3
19870224,4900,2.0
19870225,3410,1.96
19870226,4400,1.92
19870227,610,1.88
19870228,1800,1.84
19870229,2510,1.8
19870230,1540,1.76
19870231,2100,1.72
19870232,3700,1.68
19870233,3900,1.64
19870234,3300,1.6
19870235,1200,1.56
19870236,200,1.52
19870237,2700,1.48
19870238,2520,1.44
19870239,3000,1.4
19870240,2510,1.36
19870241,3430,1.32
19870242,920,1.28
19870243,4600,1.24
19870244,2310,1.2
19870245,4500,1.16
19870246,4900,1.12
19870247,2200,1.08
19870248,5110,1.04
19870249,810,1.0
19870250,1400,0.96
19870251,3410,0.92
19870252,4900,0.88
19870253,2200,0.84
19870254,2520,0.8
19870255,1800,0.76
19870256,4400,0.72
19870257,2510,0.68
19870258,2100,0.64
19870259,1540,0.6
19870260,3700,0.56
19870261,3900,0.52
19870262,1200,0.48
19870263,3300,0.44
19870264,200,0.4
19870265,2520,0.36
19870266,2700,0.32
19870267,3000,0.28
19870268,3430,0.24
19870269,920,0.2
19870270,4600,0.16
19870271,2310,0.12
19870272,2510,0.08
19870273,2520,0.0
19870274,5110,0.0
19870275,4500,0.0
19870276,1050,0.0
19870277,810,0.0
19870278,1400,0.0
19870279,3410,0.0
19870280,4900,0.0
19870281,2200,0.0
19870282,1800,0.0
19870283,610,0.0
19870284,4400,0.0
19870285,2510,0.0
19870286,1540,0.0
19870287,2100,0.0
19870288,2520,0.0
19870289,3900,0.0
19870290,3300,0.0
19870291,1200,0.0
19870292,200,0.0
19870293,2700,0.0
19870294,2520,0.0
19870295,3000,0.0
19870296,920,0.0
19870297,4600,0.0
19870298,2310,0.0
19870299,1400,0.0
19870300,3430,0.0
19870301,4500,0.0
19870302,3200,0.0
19870303,1050,0.0
19870304,5110,0.0
19870305,810,0.0
19870306,1400,0.0
19870307,3410,0.0
19870308,4900,0.0
19870309,2200,0.0
19870310,4400,0.0
19870311,610,0.0
19870312,4600,0.0
19870313,4900,0.0
19870314,2100,0.0
19870315,1540,0.0
19870316,3700,0.0
19870317,3900,0.0
19870318,1200,0.0
19870319,3300,0.0
19870320,200,0.0
19870321,3410,0.0
19870322,2700,0.0
19870323,3000,0.0
19870324,4600,0.0
19870325,2310,0.0
19870326,2510,0.0
19870327,3430,0.0
19870328,920,0.0
19870329,3410,0.0
19870330,3200,0.0
19870331,5110,0.0
19870332,2510,0.0
19870333,810,0.0
19870334,1400,0.0
19870335,1800,0.0
19880001,200,3000.0
19880002,2310,2600.0
19880003,1540,2200.0
19880004,4900,1800.0
19880005,920,1700.0
19880006,2520,1600.0
19880007,1800,1500.0
19880008,3430,1400.0
19880009,2520,1350.0
19880010,3410,1300.0
19880011,1200,1250.0
19880012,3800,1200.0
19880013,3700,1150.0
19880014,2510,1100.0
19880015,4400,1050.0
19880016,2700,1000.0
19880017,3200,950.0
19880018,3900,900.0
19880019,3000,875.0
19880020,2510,850.0
19880021,1050,800.0
19880022,2100,780.0
19880023,810,760.0
19880024,3300,740.0
19880025,2520,720.0
19880026,1400,700.0
19880027,810,680.0
19880028,200,660.0
19880029,1540,640.0
19880030,3700,620.0
19880031,920,600.0
19880032,1540,590.0
19880033,4500,580.0
19880034,1800,560.0
19880035,2510,550.0
19880036,3410,540.0
19880037,3430,530.0
19880038,3800,520.0
19880039,4500,510.0
19880040,610,500.0
19880041,1200,490.0
19880042,2700,480.0
19880043,3200,470.0
19880044,3900,460.0
19880045,1400,450.0
