playId,teamId,playerId,fumForcedPosition,fumForcedTurnover,fumForcedNull
9012972,2250,20090062,DT,0,0
9013013,2250,20040027,DE,1,0
9013239,2700,20120608,DE,0,0
9013356,3900,20030016,S,1,0
9013384,3900,20070170,CB,1,0
9013428,3900,20030016,S,1,0
9013482,1050,20110021,DL,1,0
9013639,1200,20100571,S,1,0
9013641,920,20080626,DE,0,0
9013726,1200,20130693,S,1,0
9013796,1200,20060009,LB,1,0
9013825,1200,20100571,S,0,0
9013833,1400,20130090,CB,1,0
9014383,2700,20130580,DE,0,0
9014554,1200,20100226,DE,1,0
9014628,1200,20090043,DE,0,0
9014644,1200,20100571,S,1,0
9014692,3410,20100046,DT,0,0
9014722,1200,20080181,DT,1,0
9014806,2520,20120614,LB,1,0
9014883,2520,20080025,CB,0,0
9014936,2520,20070577,LB,0,0
9014979,3700,20120046,LB,1,0
9015073,1200,20060092,DT,1,0
9015192,2510,20110014,DE,0,0
9015215,1200,20070048,LB,1,0
9015384,1200,20060092,DT,0,0
9015425,1200,20120113,DE,1,0
9015463,3800,20090219,S,0,0
9015516,1400,20130440,LB,0,0
9015582,3800,20110184,DT,1,0
9015780,325,20110027,CB,0,0
9015821,1400,20040098,SLB,0,0
9015907,1400,20120477,SS,0,0
9015923,2250,20060115,CB,0,0
9016037,1400,20120188,WLB,1,0
9016101,1400,20090114,FS,0,1
9016477,2520,20100044,DE,1,0
9016513,2520,20050042,LB,1,0
9016893,4400,20130772,S,1,0
9017047,4600,20030589,DE,0,0
9017112,4600,20110173,CB,1,0
9017158,4600,20030589,DE,1,0
9017226,2510,20130030,LB,1,0
9017506,1400,20110002,SLB,1,0
9017623,5110,20110016,LB,1,0
9017678,1400,20120188,WLB,0,0
