playerId,nameFull,position,collegeId,college,heightInches,weight,ageAtDraft
20190251,Dakota Allen,LB,79415,Texas Tech,73.0,235.0,23
20190007,Josh Allen,DE,40506,Kentucky,77.0,245.0,21
20190065,Zach Allen,DE,2459,Boston,77.0,285.0,21
20190402,Bryson Allen-Williams,LB,29208,South Carolina,73.0,236.0,22
20190403,Jeff Allison,LB,93740,Frenso State (CA),71.0,228.0,22
20190132,Ugo Amadi,DB,97403,Oregon,69.0,199.0,21
20190211,Rodney Anderson,RB,73019,Oklahoma,73.0,220.0,22
20190057,J.J. Arcega-Whiteside,WR,94305,Stanford,74.0,225.0,22
20190140,Ryquell Armstead,RB,19122,Temple,71.0,215.0,22
20190196,Blessuan Austin,DB,7102,Rutgers,73.0,198.0,22
20190163,Jake Bailey,P,94305,Stanford,74.0,202.0,21
20190405,Zack Bailey,OL,29208,South Carolina,77.0,299.0,23
20190406,Derrick Baity,DB,40506,Kentucky,75.0,197.0,22
20190030,Deandre Baker,DB,30602,Georgia,71.0,180.0,22
20190180,Corey Ballentine,DB,66621,Washburn (KS),72.0,204.0,23
20190049,Ben Banogu,LB,76109,Texas Christian,76.0,249.0,23
20190407,Alex Barnes,RB,66506,Kansas State,72.0,225.0,22
20190408,Alex Bars,OT,46556,Notre Dame,78.0,315.0,23
20190088,Cody Barton,LB,84112,Utah,74.0,226.0,22
20190240,Jackson Barton,OT,84112,Utah,79.0,304.0,23
20190409,Ryan Bates,OT,16802,Penn State,76.0,302.0,22
20190410,John Battle,S,70803,Louisiana State,72.0,200.0,24
20190215,Terry Beckner,DT,65211,Missouri,76.0,305.0,22
20190412,Beau Benzschawel,OL,53706,Wisconsin,78.0,315.0,23
20190047,Marquise Blair,S,84112,Utah,72.0,190.0,21
20190413,Kendall Blanton,TE,65211,Missouri,78.0,265.0,23
20190002,Nick Bosa,DE,43210,Ohio State,76.0,266.0,21
20190217,Kris Boyd,DB,78712,Texas,72.0,195.0,22
20190093,Miles Boykin,WR,46556,Notre Dame,76.0,228.0,22
20190018,Garrett Bradbury,C,27607,NC State,75.0,300.0,23
20190414,Tyre Brady,WR,25755,Marshall,75.0,206.0,24
20190253,Jordan Brailford,DE,74078,Oklahoma State,75.0,250.0,23
20190415,Nick Brossette,RB,70803,Louisiana State,72.0,212.0,23
20190051,A.J. Brown,WR,38677,Mississippi,73.0,230.0,21
20190416,Blace Brown,DB,36082,Troy (AL),72.0,194.0,22
20190223,Jordan Brown,DB,57007,South Dakota State,72.0,197.0,23
20190417,Keenen Brown,TE,78666,Texas State-San Marcos,74.0,250.0,23
20190025,Marquise Brown,WR,73019,Oklahoma,70.0,160.0,21
20190418,Jake Browning,QB,98195,Washington,74.0,210.0,23
20190117,Austin Bryant,DE,29631,Clemson,76.0,268.0,22
20190192,Isaiah Buggs,DT,35487,Alabama,75.0,294.0,22
20190039,Sean Bunting,DB,48858,Central Michigan,71.0,181.0,21
20190016,Brian Burns,DE,32306,Florida State,77.0,227.0,21
20190142,Ben Burr-Kirven,LB,98195,Washington,72.0,219.0,21
20190010,Devin Bush,LB,48109,Michigan,71.0,225.0,20
20190419,Emmanuel Butler,WR,86011,Northern Arizona,76.0,220.0,22
20190103,Hakeem Butler,WR,50011,Iowa State,78.0,225.0,22
20190101,Yodny Cajuste,OT,26506,West Virginia,77.0,318.0,23
20190420,Shaq Calhoun,OG,39762,Mississippi State,75.0,315.0,23
20190059,Parris Campbell,WR,43210,Ohio State,73.0,205.0,21
20190421,Malik Carney,DE,27599,North Carolina,74.0,251.0,23
20190157,Blake Cashman,LB,55455,Minnesota,73.0,226.0,22
20190209,Demarcus Christmas,DT,32306,Florida State,75.0,300.0,23
20190029,L.J. Collier,DE,76109,Texas Christian,74.0,272.0,23
20190135,John Cominsky,DE,25304,Charleston (WV),77.0,285.0,23
20190423,Te'Von Coney,LB,46556,Notre Dame,73.0,231.0,21
20190143,Ryan Connelly,LB,53706,Wisconsin,74.0,237.0,23
20190424,C.J. Conrad,TE,40506,Kentucky,76.0,248.0,22
20190159,Byron Cowart,DT,20740,Maryland,75.0,297.0,22
20190425,Jonathan Crawford,S,47405,Indiana,73.0,205.0,22
20190195,Xavier Crawford,DB,48858,Central Michigan,73.0,174.0,23
20190106,Maxx Crosby,DE,49201,Eastern Michigan,77.0,265.0,21
20190426,Jamal Custis,WR,13244,Syracuse,77.0,213.0,23
20190212,Dennis Daley,OT,29208,South Carolina,77.0,313.0,22
20190427,Davante Davis,DB,78712,Texas,74.0,205.0,23
20190210,Deshaun Davis,LB,36849,Auburn,71.0,230.0,23
20190428,Felton Davis,WR,48824,Michigan State,75.0,211.0,22
20190429,Jamal Davis,DE,44325,Akron,75.0,233.0,23
20190082,Nate Davis,OG,28223,North Carolina-Charlotte,75.0,305.0,22
20190430,Ryan Davis,WR,36849,Auburn,70.0,189.0,22
20190094,Jamel Dean,DB,36849,Auburn,73.0,206.0,22
20190078,Michael Deiter,OG,53706,Wisconsin,77.0,322.0,22
20190431,Lukas Denis,S,2459,Boston,71.0,181.0,22
20190022,Andre Dillard,OT,99164,Washington State,77.0,306.0,23
20190432,D'Cota Dixon,S,53706,Wisconsin,70.0,206.0,24
20190433,Johnnie Dixon,WR,43210,Ohio State,71.0,198.0,24
20190434,Tyrel Dodson,LB,77843,Texas A&M,74.0,242.0,20
20190435,Greg Dortch,WR,27106,Wake Forest,67.0,173.0,20
20190436,Keelan Doss,WR,95616,UC-Davis,75.0,204.0,23
20190437,Ashton Dulin,WR,44709,Malone (OH),73.0,215.0,21
20190092,Chuma Edoga,OT,90089,USC,76.0,302.0,21
20190169,David Edwards,OT,53706,Wisconsin,79.0,315.0,22
20190099,Mike Edwards,S,40506,Kentucky,71.0,201.0,22
20190439,T.J. Edwards,LB,53706,Wisconsin,73.0,242.0,22
20190200,Emeke Egbule,LB,77006,Houston,75.0,245.0,22
20190020,Noah Fant,TE,52242,Iowa,77.0,241.0,21
20190201,Rashad Fenton,DB,29208,South Carolina,71.0,190.0,22
20190440,Jazz Ferguson,WR,71497,Northwestern State (LA),77.0,223.0,22
20190004,Clelin Ferrell,DE,29631,Clemson,76.0,264.0,21
20190441,Mark Fields,DB,29631,Clemson,70.0,192.0,22
20190104,Ryan Finley,QB,27607,NC State,76.0,208.0,24
20190442,Nick Fitzgerald,QB,39762,Mississippi State,77.0,225.0,23
20190443,Jack Fox,P,77005,Rice,74.0,224.0,22
20190118,Hjalte Froholdt,OG,72701,Arkansas,77.0,308.0,22
20190184,Travis Fulgham,WR,23529,Old Dominion,74.0,214.0,23
20190179,Lamont Gaillard,C,30602,Georgia,74.0,305.0,23
20190134,Greg Gaines,DT,98195,Washington,73.0,320.0,22
20190444,Malik Gant,S,25755,Marshall,74.0,200.0,21
20190105,Chauncey Gardner-Johnson,S,32611,Florida,72.0,207.0,21
20190012,Rashan Gary,DT,48109,Michigan,76.0,277.0,21
20190234,Myles Gaskin,RB,98195,Washington,69.0,190.0,22
20190145,Matt Gay,K,84112,Utah,72.0,232.0,25
20190141,Zach Gentry,TE,48109,Michigan,79.0,260.0,22
20190445,Joe Giles-Harris,LB,27708,Duke,74.0,240.0,22
20190446,Kevin Givens,DT,16802,Penn State,73.0,285.0,22
20190447,Dan Godsil,LS,47405,Indiana,75.0,218.0,22
20190237,Terry Godwin,WR,30602,Georgia,71.0,168.0,22
20190199,Gerri Green,DE,39762,Mississippi State,76.0,250.0,23
20190450,Ethan Greenidge,OT,19087,Villanova,77.0,337.0,21
20190148,Dre Greenlaw,LB,72701,Arkansas,72.0,221.0,21
20190100,Will Grier,QB,26506,West Virginia,75.0,215.0,24
20190451,Porter Gustin,DE,90089,USC,77.0,267.0,22
20190452,Emanuel Hall,WR,65211,Missouri,73.0,196.0,21
20190453,Nate Hall,LB,60208,Northwestern,74.0,231.0,23
20190454,Terez Hall,LB,65211,Missouri,73.0,235.0,22
20190177,Saquan Hampton,S,7102,Rutgers,73.0,209.0,23
20190455,Terrill Hanks,LB,88003,New Mexico State,74.0,230.0,23
20190456,Chase Hansen,LB,84112,Utah,75.0,227.0,25
20190056,Mecole Hardman,WR,30602,Georgia,71.0,183.0,21
20190206,Kelvin Harmon,WR,27607,NC State,74.0,215.0,21
20190087,Damien Harris,RB,35487,Alabama,70.0,214.0,22
20190081,Will Harris,S,2459,Boston,74.0,210.0,20
20190032,N'Keal Harry,WR,85287,Arizona State,76.0,225.0,21
20190457,Montre Hartage,DB,60208,Northwestern,71.0,191.0,21
20190015,Dwayne Haskins,QB,43210,Ohio State,75.0,218.0,22
20190124,Phil Haynes,OG,27106,Wake Forest,76.0,313.0,23
20190458,Daniel Helm,TE,27708,Duke,76.0,251.0,24
20190070,Darrell Henderson,RB,38152,Memphis,69.0,200.0,21
20190459,Nate Herbig,OG,94305,Stanford,76.0,348.0,24
20190460,Karan Higdon,RB,48109,Michigan,69.0,207.0,22
20190113,Justice Hill,RB,74078,Oklahoma State,70.0,185.0,21
20190058,Trysten Hill,DT,32816,Central Florida,75.0,330.0,21
20190008,T.J. Hockenson,TE,52242,Iowa,77.0,250.0,21
20190461,Alijah Holder,DB,94305,Stanford,73.0,181.0,23
20190156,Justin Hollins,OLB,97403,Oregon,77.0,243.0,23
20190204,Travis Homer,RB,33124,Miami (FL),70.0,202.0,20
20190116,Amani Hooker,S,52242,Iowa,71.0,210.0,20
20190463,Albert Huggins,DT,29631,Clemson,75.0,308.0,21
20190464,Lil'Jordan Humphrey,WR,78712,Texas,76.0,225.0,21
20190067,Jalen Hurd,WR,76706,Baylor,76.0,228.0,23
20190466,Alec Ingold,FB,53706,Wisconsin,72.0,246.0,22
20190062,Andy Isabella,WR,1003,Massachusetts,69.0,188.0,21
20190467,Martez Ivey,OG,32611,Florida,77.0,315.0,23
20190165,Joe Jackson,DE,33124,Miami (FL),77.0,258.0,22
20190158,Mike Jackson,DB,33124,Miami (FL),73.0,207.0,22
20190468,Tyree Jackson,QB,14260,Buffalo,79.0,245.0,21
20190024,Josh Jacobs,RB,35487,Alabama,70.0,220.0,21
20190241,Jalen Jelks,DE,97403,Oregon,78.0,244.0,22
20190044,Elgton Jenkins,C,39762,Mississippi State,77.0,304.0,23
20190120,Gary Jennings,WR,26506,West Virginia,73.0,214.0,22
20190471,Anthony Johnson,WR,14260,Buffalo,74.0,209.0,24
20190225,Darryl Johnson,DE,27411,North Carolina A&T,77.0,232.0,22
20190066,Diontae Johnson,WR,43606,Toledo,70.0,183.0,22
20190473,Fred Johnson,OG,32611,Florida,78.0,330.0,21
20190129,Isaiah Johnson,DB,77006,Houston,75.0,195.0,23
20190181,Jaquan Johnson,S,33124,Miami (FL),71.0,190.0,23
20190174,KeeSean Johnson,WR,93740,Frenso State (CA),74.0,200.0,22
20190054,Lonnie Johnson,DB,40506,Kentucky,74.0,207.0,21
20190006,Daniel Jones,QB,27708,Duke,77.0,221.0,21
20190071,Dre'Mont Jones,DT,43210,Ohio State,75.0,283.0,22
20190477,Kendall Joseph,LB,29631,Clemson,72.0,233.0,23
20190147,Vosean Joseph,LB,32611,Florida,73.0,227.0,21
20190150,Kingsley Keke,DT,77843,Texas A&M,75.0,295.0,22
20190096,Dawson Knox,TE,38677,Mississippi,76.0,257.0,22
20190479,Tre Lamar,LB,29631,Clemson,76.0,250.0,21
20190017,Dexter Lawrence,DT,29631,Clemson,76.0,355.0,21
20190083,Justin Layne,DB,48824,Michigan State,74.0,185.0,21
20190480,Jonathan Ledbetter,DE,30602,Georgia,76.0,277.0,21
20190127,Iman Marshall,DB,90089,USC,73.0,200.0,22
20190014,Chris Lindstrom,OG,2459,Boston,76.0,307.0,22
20190042,Drew Lock,QB,65211,Missouri,75.0,228.0,22
20190079,David Long,DB,48109,Michigan,71.0,187.0,21
20190188,David Long,LB,26506,West Virginia,71.0,221.0,22
20190112,Bryce Love,RB,94305,Stanford,70.0,196.0,21
20190108,Julian Love,DB,46556,Notre Dame,71.0,190.0,21
20190231,Alize Mack,TE,46556,Notre Dame,77.0,240.0,22
20190160,Daylon Mack,DT,77843,Texas A&M,73.0,325.0,22
20190102,Alexander Mattison,RB,83725,Boise State,71.0,220.0,20
20190048,Erik McCoy,C,77843,Texas A&M,76.0,303.0,21
20190090,Connor McGovern,OG,16802,Penn State,77.0,323.0,21
20190482,Mark McLaurin,S,39762,Mississippi State,74.0,215.0,22
20190197,Trace McSorley,QB,16802,Penn State,72.0,201.0,23
20190115,Christian Miller,LB,35487,Alabama,76.0,243.0,22
20190172,Jordan Miller,DB,98195,Washington,74.0,190.0,22
20190138,Shareef Miller,DE,16802,Penn State,76.0,254.0,22
20190178,Gardner Minshew,QB,99164,Washington State,73.0,225.0,22
20190073,David Montgomery,RB,50011,Iowa State,71.0,219.0,21
20190484,Jalin Moore,RB,28608,Appalachian State (NC),70.0,211.0,23
20190137,Foster Moreau,TE,70803,Louisiana State,76.0,253.0,21
20190040,Trayvon Mullen,DB,29631,Clemson,73.0,186.0,21
20190033,Byron Murphy,DB,98195,Washington,71.0,180.0,21
20190001,Kyler Murray,QB,73019,Oklahoma,70.0,207.0,21
20190224,Isaac Nauta,TE,30602,Georgia,75.0,244.0,21
20190107,Anthony Nelson,DE,52242,Iowa,79.0,271.0,22
20190089,Bobby Okereke,LB,94305,Stanford,75.0,232.0,22
20190009,Ed Oliver,DT,77006,Houston,74.0,287.0,21
20190069,Josh Oliver,TE,95192,San Jose State,77.0,253.0,22
20190152,Qadree Ollison,RB,15260,Pittsburgh,73.0,232.0,22
20190161,Charles Omenihu,DE,78712,Texas,77.0,274.0,21
20190488,Iosua Opeta,OG,84408,Weber State (UT),76.0,305.0,22
20190146,Amani Oruwariye,DB,16802,Penn State,73.0,203.0,23
20190246,Javon Patterson,C,38677,Mississippi,75.0,308.0,21
20191026,Jamal Peters,DB,39762,Mississippi State,74.0,217.0,22
20190068,Jachai Polite,LB,32611,Florida,75.0,258.0,21
20190128,Tony Pollard,RB,38152,Memphis,72.0,215.0,22
20190123,Ben Powers,OG,73019,Oklahoma,75.0,306.0,22
20190072,Germaine Pratt,LB,27607,NC State,74.0,240.0,22
20190491,Ryan Pulley,DB,72701,Arkansas,71.0,209.0,23
20190061,Taylor Rapp,S,98195,Washington,72.0,208.0,21
20190492,Wyatt Ray,DE,2459,Boston,75.0,257.0,22
20190493,Dax Raymond,TE,84322,Utah State,77.0,245.0,24
20190119,Sheldrick Redwine,DB,33124,Miami (FL),72.0,196.0,22
20190235,Dontavius Russell,DT,36849,Auburn,75.0,320.0,23
20190495,Brett Rypien,QB,83725,Boise State,74.0,202.0,22
20190052,Drew Sample,TE,98195,Washington,77.0,259.0,23
20190053,Miles Sanders,RB,16802,Penn State,71.0,211.0,22
20190084,Khalen Saunders,DT,61455,Western Illinois,72.0,324.0,22
20190021,Darnell Savage,S,20740,Maryland,71.0,198.0,21
20190154,Jordan Scarlett,RB,32611,Florida,70.0,213.0,23
20190496,LJ Scott,RB,48824,Michigan State,73.0,225.0,22
20190170,Austin Seibert,K,73019,Oklahoma,69.0,211.0,22
20190111,Kendall Sheffield,DB,43210,Ohio State,70.0,212.0,22
20190497,Kyle Shurmur,QB,37240,Vanderbilt,76.0,225.0,22
20190074,Devin Singletary,RB,33431,Florida Atlantic,69.0,200.0,21
20190245,Chris Slayton,DT,13244,Syracuse,75.0,315.0,22
20190162,Cameron Smith,LB,90089,USC,74.0,253.0,22
20190050,Irv Smith,TE,35487,Alabama,76.0,241.0,20
20190176,Kaden Smith,TE,94305,Stanford,77.0,253.0,22
20190175,Sutton Smith,LB,60115,Northern Illinois,72.0,235.0,23
20190122,Benny Snell,RB,40506,Kentucky,71.0,225.0,21
20190075,Jace Sternberger,TE,77843,Texas A&M,76.0,251.0,22
20190166,Easton Stick,QB,58102,North Dakota State,73.0,217.0,23
20190133,Jarrett Stidham,QB,36849,Auburn,75.0,215.0,22
20190026,Montez Sweat,DE,39762,Mississippi State,78.0,240.0,22
20190228,Tommy Sweeney,TE,2459,Boston,77.0,259.0,23
20190144,Marvell Tell,S,90089,USC,74.0,195.0,22
20190139,Deionte Thompson,S,35487,Alabama,74.0,196.0,22
20190063,Juan Thornhill,DB,22904,Virginia,72.0,205.0,23
20190167,Clayton Thorson,QB,60208,Northwestern,76.0,225.0,23
20190028,Jerry Tillery,DT,46556,Notre Dame,78.0,295.0,22
20190168,D'Andre Walker,OLB,30602,Georgia,74.0,251.0,22
20190086,Kahale Warring,TE,92115,San Diego State,77.0,250.0,22
20190190,Armon Watts,DT,72701,Arkansas,77.0,298.0,22
20190218,Mike Weber,RB,43210,Ohio State,70.0,212.0,21
20190121,Trevon Wesco,TE,26506,West Virginia,75.0,266.0,23
20190194,Dexter Williams,RB,46556,Notre Dame,71.0,215.0,22
20190511,James Williams,RB,99164,Washington State,69.0,197.0,22
20190182,Trayveon Williams,RB,77843,Texas A&M,69.0,200.0,21
20190109,Khari Willis,S,48824,Michigan State,71.0,210.0,22
20190254,Caleb Wilson,TE,90095,UCLA,77.0,240.0,22
20190213,Donovan Wilson,DB,77843,Texas A&M,72.0,208.0,24
20190754,Andrew Wingard,DB,82071,Wyoming,72.0,209.0,22
20190077,Chase Winovich,DE,48109,Michigan,75.0,250.0,24
20190110,Mitch Wishnowsky,P,84112,Utah,74.0,221.0,27
20190755,Zedrick Woods,DB,38677,Mississippi,71.0,203.0,21
20191010,Evan Worthington,S,80309,Colorado,74.0,200.0,23
